image_name, image_url, xmin, xmax, ymin, ymax
FKB3zmlQUqJTZTFpLpsxVw_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/FKB3zmlQUqJTZTFpLpsxVw_zoom_5___1_12.jpg,992,1027,276,316
BTNmTtAMGlCjGz1gx6R4Cg_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/BTNmTtAMGlCjGz1gx6R4Cg_zoom_5___1_7.jpg,22,70,312,363
CL4F0b3PzFqiOoYV9hrq-A_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/CL4F0b3PzFqiOoYV9hrq-A_zoom_5___1_0.jpg,251,311,339,401
hvNi9PcRXbZm9C_ybQdJfQ_zoom_5___2_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/hvNi9PcRXbZm9C_ybQdJfQ_zoom_5___2_5.jpg,765,811,143,197
hvNi9PcRXbZm9C_ybQdJfQ_zoom_5___2_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/hvNi9PcRXbZm9C_ybQdJfQ_zoom_5___2_5.jpg,769,813,196,236
k6PGaHRP0eEMH8_I61TIjw_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/k6PGaHRP0eEMH8_I61TIjw_zoom_5___1_9.jpg,29,61,344,381
k6PGaHRP0eEMH8_I61TIjw_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/k6PGaHRP0eEMH8_I61TIjw_zoom_5___1_9.jpg,28,62,380,425
mXHkU2inemc0VktGGpowlw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/mXHkU2inemc0VktGGpowlw_zoom_5___1_5.jpg,492,526,334,379
mXHkU2inemc0VktGGpowlw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/mXHkU2inemc0VktGGpowlw_zoom_5___1_5.jpg,489,526,297,337
rRQDQQDqrgUma75ZquoDdw_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/rRQDQQDqrgUma75ZquoDdw_zoom_5___1_12.jpg,672,708,317,357
ZF_E4p_1VpwnnynboYW8EQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ZF_E4p_1VpwnnynboYW8EQ_zoom_5___1_12.jpg,667,705,343,379
NLgoD0KR3HWRFwRImEqLcg_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/NLgoD0KR3HWRFwRImEqLcg_zoom_5___1_8.jpg,938,1025,262,387
wYVYK0dcdg4hWokle0x-Hw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/wYVYK0dcdg4hWokle0x-Hw_zoom_5___1_6.jpg,385,418,586,625
wYVYK0dcdg4hWokle0x-Hw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/wYVYK0dcdg4hWokle0x-Hw_zoom_5___1_6.jpg,385,416,559,590
ZNeKbAr3_aKhPhKc_1YIpg_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ZNeKbAr3_aKhPhKc_1YIpg_zoom_5___1_10.jpg,880,935,604,747
YcG9jqkMSQQeMHQMmLl4aA_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/YcG9jqkMSQQeMHQMmLl4aA_zoom_5___1_4.jpg,551,610,72,139
YMVfQRnE0B_TaFhQZoxduA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/YMVfQRnE0B_TaFhQZoxduA_zoom_5___1_7.jpg,210,252,278,323
EIf2vc7xfeKcrhOlQYrbTA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/EIf2vc7xfeKcrhOlQYrbTA_zoom_5___1_7.jpg,209,240,251,285
EIf2vc7xfeKcrhOlQYrbTA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/EIf2vc7xfeKcrhOlQYrbTA_zoom_5___1_7.jpg,209,243,278,316
gvaBhqHailTgU6GN6NNZbg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/gvaBhqHailTgU6GN6NNZbg_zoom_5___1_12.jpg,568,617,304,357
FnCZhWhKowqRTu_5ZOCqiQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/FnCZhWhKowqRTu_5ZOCqiQ_zoom_5___1_12.jpg,1020,1050,360,391
vwUjCQISzgu4khYlWIdWqg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vwUjCQISzgu4khYlWIdWqg_zoom_5___1_12.jpg,687,748,243,301
mdrdjxBXz9a6pR2tGQW66w_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/mdrdjxBXz9a6pR2tGQW66w_zoom_5___1_6.jpg,1005,1043,274,312
Y_Ac5eoGV4TAfUeLwfC-cw_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Y_Ac5eoGV4TAfUeLwfC-cw_zoom_5___1_12.jpg,279,320,259,323
lOxsHvkoFue8YAh6f4A8ug_zoom_5___2_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/lOxsHvkoFue8YAh6f4A8ug_zoom_5___2_11.jpg,561,602,43,89
bDg9UvWdo9QZkMTIQ7DbsQ_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/bDg9UvWdo9QZkMTIQ7DbsQ_zoom_5___1_6.jpg,264,298,299,343
Etuj4pQq3wnXyMeDQswyLw_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Etuj4pQq3wnXyMeDQswyLw_zoom_5___1_1.jpg,713,756,288,350
vU97Oi2AThKWC2DGsAPnPA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vU97Oi2AThKWC2DGsAPnPA_zoom_5___1_7.jpg,685,749,362,434
CM0HHayZotljB49hxzkH8A_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/CM0HHayZotljB49hxzkH8A_zoom_5___1_0.jpg,964,1012,324,379
E86OBPI1dthVAvndXUeWzA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/E86OBPI1dthVAvndXUeWzA_zoom_5___1_7.jpg,103,151,288,337
mMmiCMZnbTR4oLL9c9o5dA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/mMmiCMZnbTR4oLL9c9o5dA_zoom_5___1_7.jpg,123,167,352,398
lZVy4rdKNSQ6L_WL0j68Uw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/lZVy4rdKNSQ6L_WL0j68Uw_zoom_5___1_6.jpg,838,888,611,662
wKZi6Krs_Mnd8tAkPFoA1w_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/wKZi6Krs_Mnd8tAkPFoA1w_zoom_5___1_11.jpg,381,432,408,487
Te8EgZeXYe5NbbN6Mv6qyg_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Te8EgZeXYe5NbbN6Mv6qyg_zoom_5___1_6.jpg,74,100,311,336
UuosihBrhQSepvxpblXupg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UuosihBrhQSepvxpblXupg_zoom_5___1_0.jpg,274,326,277,329
z2XOEawmQUEOvRWfmkCHag_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/z2XOEawmQUEOvRWfmkCHag_zoom_5___1_0.jpg,591,637,300,352
lOo3QcEuuKO3MkRVo1LPmQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/lOo3QcEuuKO3MkRVo1LPmQ_zoom_5___1_0.jpg,953,1005,329,387
S47Zsh1f765UZ4_GgjQUcA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S47Zsh1f765UZ4_GgjQUcA_zoom_5___1_12.jpg,1010,1050,351,396
HARHzAhv_ZSdxey88qoDng_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/HARHzAhv_ZSdxey88qoDng_zoom_5___1_5.jpg,735,780,236,287
HARHzAhv_ZSdxey88qoDng_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/HARHzAhv_ZSdxey88qoDng_zoom_5___1_5.jpg,739,786,277,338
zBNv6vNrDm_A8E0WacPokg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/zBNv6vNrDm_A8E0WacPokg_zoom_5___1_12.jpg,711,766,231,296
zBNv6vNrDm_A8E0WacPokg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/zBNv6vNrDm_A8E0WacPokg_zoom_5___1_12.jpg,666,700,246,289
UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_0.jpg,476,515,300,343
UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/UxoYUQ-x2T8nhrP_h-uKTQ_zoom_5___1_0.jpg,471,517,335,385
hX8qMt6BrqNOJ7EhZWUrLw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/hX8qMt6BrqNOJ7EhZWUrLw_zoom_5___1_7.jpg,380,425,282,339
hX8qMt6BrqNOJ7EhZWUrLw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/hX8qMt6BrqNOJ7EhZWUrLw_zoom_5___1_7.jpg,379,426,238,288
fJwuMqg2ucAiB42f-nsP5Q_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/fJwuMqg2ucAiB42f-nsP5Q_zoom_5___1_2.jpg,447,504,230,294
dw5v1OF4h3PiO6xLyKS6-w_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/dw5v1OF4h3PiO6xLyKS6-w_zoom_5___1_12.jpg,584,643,252,312
dw5v1OF4h3PiO6xLyKS6-w_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/dw5v1OF4h3PiO6xLyKS6-w_zoom_5___1_12.jpg,581,639,309,382
VgXXGJltlfOzpPxNDmP3uQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VgXXGJltlfOzpPxNDmP3uQ_zoom_5___1_7.jpg,178,214,259,313
bbEdv3M-58siPwh6YLE3mg_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/bbEdv3M-58siPwh6YLE3mg_zoom_5___1_9.jpg,185,224,251,364
bbEdv3M-58siPwh6YLE3mg_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/bbEdv3M-58siPwh6YLE3mg_zoom_5___1_9.jpg,187,233,362,473
VH-3-jETHiUGpq3f8veMfA_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/VH-3-jETHiUGpq3f8veMfA_zoom_5___1_10.jpg,262,302,392,436
gHb09WMB5mGmVk8NI2_8iw_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/gHb09WMB5mGmVk8NI2_8iw_zoom_5___1_8.jpg,600,650,481,560
D3me-F-Lo0MHrWE34wsoRQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/D3me-F-Lo0MHrWE34wsoRQ_zoom_5___1_0.jpg,503,547,276,321
D3me-F-Lo0MHrWE34wsoRQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/D3me-F-Lo0MHrWE34wsoRQ_zoom_5___1_0.jpg,499,543,316,369
OWDx24MJ4PQLpuf7dMfyag_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/OWDx24MJ4PQLpuf7dMfyag_zoom_5___1_0.jpg,286,348,240,321
I_eBz2fNpqEXQeV0azfZkw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/I_eBz2fNpqEXQeV0azfZkw_zoom_5___1_5.jpg,947,1001,294,445
LmYfMBRHVOHQ45DlFQ3DGg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/LmYfMBRHVOHQ45DlFQ3DGg_zoom_5___1_0.jpg,882,938,357,417
x9nM1CyGJckz7pIYn23Fyw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/x9nM1CyGJckz7pIYn23Fyw_zoom_5___1_7.jpg,870,1027,358,644
THYk_7dNJ4uqY_amJuodyw_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/THYk_7dNJ4uqY_amJuodyw_zoom_5___1_12.jpg,740,791,206,263
dOOVA-2USIe7_xRikBz2zw_zoom_5___0_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/dOOVA-2USIe7_xRikBz2zw_zoom_5___0_1.jpg,33,201,508,833
S0wBW_JhtTfTC3l0CgUALg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S0wBW_JhtTfTC3l0CgUALg_zoom_5___1_0.jpg,826,861,188,229
S0wBW_JhtTfTC3l0CgUALg_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S0wBW_JhtTfTC3l0CgUALg_zoom_5___1_0.jpg,814,860,227,283
Csl1LnVLjXQpSpSNtv7ktQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Csl1LnVLjXQpSpSNtv7ktQ_zoom_5___1_12.jpg,875,917,294,336
Csl1LnVLjXQpSpSNtv7ktQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Csl1LnVLjXQpSpSNtv7ktQ_zoom_5___1_12.jpg,885,919,334,382
Jh4iKivInvrbPPaCPySfjg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Jh4iKivInvrbPPaCPySfjg_zoom_5___1_1.jpg,456,507,244,310
Jh4iKivInvrbPPaCPySfjg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/Jh4iKivInvrbPPaCPySfjg_zoom_5___1_1.jpg,459,509,302,376
vbi_6dJR8IR8jrO82pqDwQ_zoom_5___2_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vbi_6dJR8IR8jrO82pqDwQ_zoom_5___2_6.jpg,822,885,23,85
vbi_6dJR8IR8jrO82pqDwQ_zoom_5___2_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/vbi_6dJR8IR8jrO82pqDwQ_zoom_5___2_6.jpg,826,885,84,160
DGoyrgWzCevLsF8RD7b6nA_zoom_5___2_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/DGoyrgWzCevLsF8RD7b6nA_zoom_5___2_0.jpg,494,526,146,178
DGoyrgWzCevLsF8RD7b6nA_zoom_5___2_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/DGoyrgWzCevLsF8RD7b6nA_zoom_5___2_0.jpg,493,524,179,215
bM18pTaE3qSHemI_EnP3HQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/bM18pTaE3qSHemI_EnP3HQ_zoom_5___1_7.jpg,439,484,311,360
zcu__pHROhx3r7D_CNjHCQ_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/zcu__pHROhx3r7D_CNjHCQ_zoom_5___1_1.jpg,358,419,284,355
CQpN-pP0a73b2it216rG9w_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/CQpN-pP0a73b2it216rG9w_zoom_5___1_5.jpg,906,951,162,219
CQpN-pP0a73b2it216rG9w_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/CQpN-pP0a73b2it216rG9w_zoom_5___1_5.jpg,904,948,121,165
HF-6Rfv-CT-ad5fga3uajQ_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/HF-6Rfv-CT-ad5fga3uajQ_zoom_5___1_4.jpg,244,299,294,354
HF-6Rfv-CT-ad5fga3uajQ_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/HF-6Rfv-CT-ad5fga3uajQ_zoom_5___1_4.jpg,246,300,350,419
MdvqZ5m7QFZFjb_5T4fekg_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/MdvqZ5m7QFZFjb_5T4fekg_zoom_5___1_9.jpg,302,383,227,420
YedZaXC9Xsc1tka5HigMlw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/YedZaXC9Xsc1tka5HigMlw_zoom_5___1_0.jpg,115,164,164,209
YedZaXC9Xsc1tka5HigMlw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/YedZaXC9Xsc1tka5HigMlw_zoom_5___1_0.jpg,116,164,205,265
bib8CjjbqnSxFETZi90uRw_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/bib8CjjbqnSxFETZi90uRw_zoom_5___1_3.jpg,329,359,325,374
uJMeMsY5jOjRzbve3sQm8w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/uJMeMsY5jOjRzbve3sQm8w_zoom_5___1_8.jpg,845,874,276,303
uJMeMsY5jOjRzbve3sQm8w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/uJMeMsY5jOjRzbve3sQm8w_zoom_5___1_8.jpg,843,873,298,328
t_qe9SM7mS1rMkNcg71yzg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/t_qe9SM7mS1rMkNcg71yzg_zoom_5___1_12.jpg,779,821,278,324
t_qe9SM7mS1rMkNcg71yzg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/t_qe9SM7mS1rMkNcg71yzg_zoom_5___1_12.jpg,780,823,322,376
BYy_J5dSi96iRDjogDwY3g_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/BYy_J5dSi96iRDjogDwY3g_zoom_5___1_2.jpg,924,954,307,341
BYy_J5dSi96iRDjogDwY3g_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/BYy_J5dSi96iRDjogDwY3g_zoom_5___1_2.jpg,923,955,340,377
3rlurUMpJ-5qIT_a0smOsQ_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/3rlurUMpJ-5qIT_a0smOsQ_zoom_5___1_8.jpg,498,600,80,275
E1X1P33bcxd7VV-0Ges0Vw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/E1X1P33bcxd7VV-0Ges0Vw_zoom_5___1_0.jpg,924,989,243,314
E1X1P33bcxd7VV-0Ges0Vw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/E1X1P33bcxd7VV-0Ges0Vw_zoom_5___1_0.jpg,890,935,318,389
jE_0KrREiPD0wn3vs8wcBA_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/jE_0KrREiPD0wn3vs8wcBA_zoom_5___1_5.jpg,803,857,196,252
jE_0KrREiPD0wn3vs8wcBA_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/jE_0KrREiPD0wn3vs8wcBA_zoom_5___1_5.jpg,804,852,251,313
ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,707,779,308,461
ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,132,195,389,448
ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/ts4WFH1rY45Nww0cOrBSVA_zoom_5___1_7.jpg,132,198,447,512
pSgJ8FT5cRzJN8r3-_sXug_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/pSgJ8FT5cRzJN8r3-_sXug_zoom_5___1_0.jpg,616,659,334,391
IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,373,410,354,407
IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,964,997,314,362
IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/IMZXzkmuqDFTsRWaTCUKaw_zoom_5___1_3.jpg,281,308,429,468
qmiHsUPfhDMpRWU35mQbcg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/qmiHsUPfhDMpRWU35mQbcg_zoom_5___1_1.jpg,538,610,185,282
S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,977,1024,329,399
S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,689,729,399,447
S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/S9RAvUVBm9OfiJsf8Lwbew_zoom_5___1_0.jpg,688,731,447,471
4O5vRTW43B1FBGkOWwGC1A_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/4O5vRTW43B1FBGkOWwGC1A_zoom_5___1_5.jpg,551,595,324,388
OfkSIe7YIZs4UybWXSKsYw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/OfkSIe7YIZs4UybWXSKsYw_zoom_5___1_11.jpg,0,75,107,259
OfkSIe7YIZs4UybWXSKsYw_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/OfkSIe7YIZs4UybWXSKsYw_zoom_5___1_11.jpg,0,85,263,444
efS7i06CRQXvFFSOeUGd8A_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/efS7i06CRQXvFFSOeUGd8A_zoom_5___1_7.jpg,825,897,241,338
0uDGTL8EJ3Q-H0z18cdlfw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0uDGTL8EJ3Q-H0z18cdlfw_zoom_5___1_7.jpg,94,140,346,389
nlT46cEbGSPCeBuRtmng0A_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/nlT46cEbGSPCeBuRtmng0A_zoom_5___1_6.jpg,1010,1044,266,302
0rKnaLuNvS7zkaYCG2dNMA_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/trainingset/0rKnaLuNvS7zkaYCG2dNMA_zoom_5___1_3.jpg,416,458,535,602
