image_name, image_url, xmin, xmax, ymin, ymax
0MHdylmBc-lK5A31L6dkhQ_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0MHdylmBc-lK5A31L6dkhQ_zoom_5___1_10.jpg,875,1021,607,779
0QBZF4IfZitUrqDItZpjYQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0QBZF4IfZitUrqDItZpjYQ_zoom_5___1_5.jpg,83,167,352,444
-rXlMYphmc62tVNKwJp-Wg_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-rXlMYphmc62tVNKwJp-Wg_zoom_5___1_4.jpg,714,775,336,430
1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_4.jpg,404,442,310,360
1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_4.jpg,405,441,354,415
0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_10.jpg,62,100,224,258
0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0IMi5ogg23DcbCnZEWyfUw_zoom_5___1_10.jpg,62,99,256,296
1hTuk-MQ6TEfZg05r_RXfg_zoom_5___2_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1hTuk-MQ6TEfZg05r_RXfg_zoom_5___2_10.jpg,210,372,357,579
1hTuk-MQ6TEfZg05r_RXfg_zoom_5___2_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1hTuk-MQ6TEfZg05r_RXfg_zoom_5___2_10.jpg,240,372,542,749
1N63O_n9INbMVTz2tzbjrA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1N63O_n9INbMVTz2tzbjrA_zoom_5___1_7.jpg,408,469,233,296
1N63O_n9INbMVTz2tzbjrA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1N63O_n9INbMVTz2tzbjrA_zoom_5___1_7.jpg,394,460,287,363
0GqC5U_4Ugta1xlzJyoCfA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0GqC5U_4Ugta1xlzJyoCfA_zoom_5___1_12.jpg,551,627,212,292
0GqC5U_4Ugta1xlzJyoCfA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0GqC5U_4Ugta1xlzJyoCfA_zoom_5___1_12.jpg,576,630,300,388
1LCWbzDPCiOB_GMd-KPM-Q_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1LCWbzDPCiOB_GMd-KPM-Q_zoom_5___1_12.jpg,655,712,233,288
1LCWbzDPCiOB_GMd-KPM-Q_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1LCWbzDPCiOB_GMd-KPM-Q_zoom_5___1_12.jpg,654,709,290,358
-s-8pLc2KnYslk1lc9Exng_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-s-8pLc2KnYslk1lc9Exng_zoom_5___1_2.jpg,1,32,218,328
-s-8pLc2KnYslk1lc9Exng_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-s-8pLc2KnYslk1lc9Exng_zoom_5___1_2.jpg,1,31,330,450
0s-yIPxnAUeKYtBeigjxXA_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0s-yIPxnAUeKYtBeigjxXA_zoom_5___1_3.jpg,604,721,389,622
0EPO-Y56JvAiDuxR7mKp3A_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0EPO-Y56JvAiDuxR7mKp3A_zoom_5___1_1.jpg,650,694,337,392
0EPO-Y56JvAiDuxR7mKp3A_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0EPO-Y56JvAiDuxR7mKp3A_zoom_5___1_1.jpg,644,690,392,459
0BWkpyQrGTy-l6KpmnzgsA_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0BWkpyQrGTy-l6KpmnzgsA_zoom_5___1_8.jpg,219,313,99,228
-1SI8VDYqyRArx-al01Lww_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-1SI8VDYqyRArx-al01Lww_zoom_5___1_7.jpg,768,917,171,344
-NeX5V8nXdEfCN975eXmag_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-NeX5V8nXdEfCN975eXmag_zoom_5___1_5.jpg,50,129,379,485
-NeX5V8nXdEfCN975eXmag_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-NeX5V8nXdEfCN975eXmag_zoom_5___1_5.jpg,44,122,481,604
-Z1AM4lNGRFJzbUwC58o4g_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-Z1AM4lNGRFJzbUwC58o4g_zoom_5___1_7.jpg,641,706,289,366
1FIufxFMGvc9qxVYL82RIQ_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1FIufxFMGvc9qxVYL82RIQ_zoom_5___1_1.jpg,42,92,269,326
1FIufxFMGvc9qxVYL82RIQ_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1FIufxFMGvc9qxVYL82RIQ_zoom_5___1_1.jpg,38,94,327,383
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_1.jpg,357,383,523,556
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_1.jpg,358,382,559,587
-4Yr-3Icwujb0vUODvSvIQ_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-4Yr-3Icwujb0vUODvSvIQ_zoom_5___1_12.jpg,501,562,224,291
0MFcWMI1agqK-4U3K17spA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0MFcWMI1agqK-4U3K17spA_zoom_5___1_7.jpg,843,907,311,390
0MFcWMI1agqK-4U3K17spA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0MFcWMI1agqK-4U3K17spA_zoom_5___1_7.jpg,843,907,385,474
-rLCmh17Rr-wKGVItstdWw_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-rLCmh17Rr-wKGVItstdWw_zoom_5___1_1.jpg,818,940,364,515
-rLCmh17Rr-wKGVItstdWw_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-rLCmh17Rr-wKGVItstdWw_zoom_5___1_1.jpg,885,957,250,376
0UNePjs6ZgGXtc9mJcHCfA_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0UNePjs6ZgGXtc9mJcHCfA_zoom_5___1_4.jpg,426,473,209,305
0UNePjs6ZgGXtc9mJcHCfA_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0UNePjs6ZgGXtc9mJcHCfA_zoom_5___1_4.jpg,426,459,308,414
-8MCs8__Kd3RBcphKImDhg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-8MCs8__Kd3RBcphKImDhg_zoom_5___1_1.jpg,913,986,528,655
-8MCs8__Kd3RBcphKImDhg_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-8MCs8__Kd3RBcphKImDhg_zoom_5___1_1.jpg,907,986,644,790
-xXXGvghYSajkWrEPom_Ow_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-xXXGvghYSajkWrEPom_Ow_zoom_5___1_5.jpg,395,460,299,364
-xPEXAQK9bPacfWUc0krQw_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-xPEXAQK9bPacfWUc0krQw_zoom_5___1_8.jpg,2,174,5,311
-iLfJoBsuUB6PEANNZynOA_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-iLfJoBsuUB6PEANNZynOA_zoom_5___1_5.jpg,559,668,268,460
0mdq6IbSb_o1I0KJhF3INQ_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0mdq6IbSb_o1I0KJhF3INQ_zoom_5___1_5.jpg,944,988,291,335
0cCGK-sYDfSt-I6w11aDDA_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0cCGK-sYDfSt-I6w11aDDA_zoom_5___1_7.jpg,427,505,274,360
-58_f2d4dekCvZZUxwKzig_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-58_f2d4dekCvZZUxwKzig_zoom_5___1_1.jpg,615,639,302,341
-58_f2d4dekCvZZUxwKzig_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-58_f2d4dekCvZZUxwKzig_zoom_5___1_1.jpg,614,639,339,367
-K4k55AAmhTHLKN9ais4lg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-K4k55AAmhTHLKN9ais4lg_zoom_5___1_12.jpg,193,259,248,324
-K4k55AAmhTHLKN9ais4lg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-K4k55AAmhTHLKN9ais4lg_zoom_5___1_12.jpg,197,259,323,413
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_0.jpg,232,258,458,489
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_0.jpg,420,445,463,492
1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_12.jpg,219,266,379,426
1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dcVgKOJDkWXWiNjjQcReg_zoom_5___1_12.jpg,214,263,418,481
0nyPXLWeYfnNFHF57iHHug_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0nyPXLWeYfnNFHF57iHHug_zoom_5___1_6.jpg,108,150,384,427
0nyPXLWeYfnNFHF57iHHug_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0nyPXLWeYfnNFHF57iHHug_zoom_5___1_6.jpg,110,158,423,471
-OFtTpfh9qEN1QXWYELPRg_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-OFtTpfh9qEN1QXWYELPRg_zoom_5___1_6.jpg,111,162,249,303
-OFtTpfh9qEN1QXWYELPRg_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-OFtTpfh9qEN1QXWYELPRg_zoom_5___1_6.jpg,111,160,305,365
1HObpCq_kx9vs5W4uZK6vw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1HObpCq_kx9vs5W4uZK6vw_zoom_5___1_10.jpg,823,858,251,286
1HObpCq_kx9vs5W4uZK6vw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1HObpCq_kx9vs5W4uZK6vw_zoom_5___1_10.jpg,822,856,286,329
-1jaYfYbdkg-nMdHn35lVw_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-1jaYfYbdkg-nMdHn35lVw_zoom_5___1_9.jpg,685,781,303,407
-1jaYfYbdkg-nMdHn35lVw_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-1jaYfYbdkg-nMdHn35lVw_zoom_5___1_9.jpg,683,785,406,542
1blY--X787yBatdqJk5FSA_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1blY--X787yBatdqJk5FSA_zoom_5___1_0.jpg,801,851,155,213
0hE3_Un4uI38yT0YvPi3tQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0hE3_Un4uI38yT0YvPi3tQ_zoom_5___1_7.jpg,23,63,424,467
0hE3_Un4uI38yT0YvPi3tQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0hE3_Un4uI38yT0YvPi3tQ_zoom_5___1_7.jpg,25,62,389,427
0JkLR02Tc8tgBU5UxGf9Zw_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0JkLR02Tc8tgBU5UxGf9Zw_zoom_5___1_3.jpg,153,246,423,615
0rKnaLuNvS7zkaYCG2dNMA_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0rKnaLuNvS7zkaYCG2dNMA_zoom_5___1_6.jpg,912,941,401,432
1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_7.jpg,255,309,223,284
1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_7.jpg,252,311,283,355
-fDUxPgCVeOadnF4jvYGgw_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-fDUxPgCVeOadnF4jvYGgw_zoom_5___1_7.jpg,428,502,133,207
1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_5.jpg,977,1014,266,305
1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1cfNZPh-yVsU-QGTJpHtCw_zoom_5___1_5.jpg,978,1016,302,345
1blY--X787yBatdqJk5FSA_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1blY--X787yBatdqJk5FSA_zoom_5___1_2.jpg,458,520,261,334
0J10Yt-IL3a_rfeG8Le0cg_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0J10Yt-IL3a_rfeG8Le0cg_zoom_5___1_8.jpg,48,135,130,227
0J10Yt-IL3a_rfeG8Le0cg_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0J10Yt-IL3a_rfeG8Le0cg_zoom_5___1_8.jpg,49,124,222,335
-lQmnhdzwHtfGuRClGUmhw_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-lQmnhdzwHtfGuRClGUmhw_zoom_5___1_1.jpg,581,689,359,463
0YiPhdNg6lHugEsYyI4i9w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0YiPhdNg6lHugEsYyI4i9w_zoom_5___1_8.jpg,919,1037,551,771
0YiPhdNg6lHugEsYyI4i9w_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0YiPhdNg6lHugEsYyI4i9w_zoom_5___1_8.jpg,916,1038,742,1015
0ee0cEkhw-49bH44aN2hWw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0ee0cEkhw-49bH44aN2hWw_zoom_5___1_0.jpg,771,805,318,360
0ee0cEkhw-49bH44aN2hWw_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0ee0cEkhw-49bH44aN2hWw_zoom_5___1_0.jpg,770,804,289,322
0Uut9YRGED19vd_XhK17JA_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0Uut9YRGED19vd_XhK17JA_zoom_5___1_1.jpg,839,877,272,327
0Uut9YRGED19vd_XhK17JA_zoom_5___1_1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0Uut9YRGED19vd_XhK17JA_zoom_5___1_1.jpg,835,879,323,384
-ZrVhK6_-OsVQWj38harYA_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-ZrVhK6_-OsVQWj38harYA_zoom_5___1_9.jpg,316,359,228,271
-ZrVhK6_-OsVQWj38harYA_zoom_5___1_9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-ZrVhK6_-OsVQWj38harYA_zoom_5___1_9.jpg,314,357,267,319
0aX2pykvjWBno584TsICpQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0aX2pykvjWBno584TsICpQ_zoom_5___1_7.jpg,480,546,312,393
0ikU6LMeUzKR4ztMTGSufg_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0ikU6LMeUzKR4ztMTGSufg_zoom_5___1_2.jpg,439,496,186,323
0951yk-vdTFQbbgBu0FJkw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0951yk-vdTFQbbgBu0FJkw_zoom_5___1_10.jpg,853,973,229,406
047DD_-WJlGc8A-XGxi-8g_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/047DD_-WJlGc8A-XGxi-8g_zoom_5___1_12.jpg,538,577,301,346
047DD_-WJlGc8A-XGxi-8g_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/047DD_-WJlGc8A-XGxi-8g_zoom_5___1_12.jpg,539,579,347,398
0uUmhwx33um0yE2NX3w1bw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0uUmhwx33um0yE2NX3w1bw_zoom_5___1_6.jpg,414,460,419,475
0uUmhwx33um0yE2NX3w1bw_zoom_5___1_6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0uUmhwx33um0yE2NX3w1bw_zoom_5___1_6.jpg,854,898,425,475
047DD_-WJlGc8A-XGxi-8g_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/047DD_-WJlGc8A-XGxi-8g_zoom_5___1_8.jpg,768,819,142,243
047DD_-WJlGc8A-XGxi-8g_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/047DD_-WJlGc8A-XGxi-8g_zoom_5___1_8.jpg,768,832,240,361
0Yfk2Jf_Nbg5Atr3GDIgnQ_zoom_5___1_0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0Yfk2Jf_Nbg5Atr3GDIgnQ_zoom_5___1_0.jpg,250,353,356,463
1dvhSsWnIYFeS7of8_PMJQ_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dvhSsWnIYFeS7of8_PMJQ_zoom_5___1_10.jpg,509,558,472,520
1dvhSsWnIYFeS7of8_PMJQ_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/1dvhSsWnIYFeS7of8_PMJQ_zoom_5___1_10.jpg,508,556,517,577
0lsj0zWV3K5vciOaLCu2tA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0lsj0zWV3K5vciOaLCu2tA_zoom_5___1_12.jpg,528,582,293,348
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_3.jpg,247,287,446,491
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_3.jpg,246,286,405,445
-OaaYc_AyEAnxCCu5nZEDA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-OaaYc_AyEAnxCCu5nZEDA_zoom_5___1_12.jpg,636,690,166,221
-OaaYc_AyEAnxCCu5nZEDA_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-OaaYc_AyEAnxCCu5nZEDA_zoom_5___1_12.jpg,718,771,167,222
028BUDgF2aXNPS7IQNDG5w_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/028BUDgF2aXNPS7IQNDG5w_zoom_5___1_2.jpg,346,390,261,370
028BUDgF2aXNPS7IQNDG5w_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/028BUDgF2aXNPS7IQNDG5w_zoom_5___1_2.jpg,343,377,366,491
0PkvhUKWSk3uSQJJ8kKaQw_zoom_5___1_8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0PkvhUKWSk3uSQJJ8kKaQw_zoom_5___1_8.jpg,392,680,125,703
-ysaLRIDbe_5Jqj10xySGQ_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-ysaLRIDbe_5Jqj10xySGQ_zoom_5___1_11.jpg,974,1047,333,474
-ysaLRIDbe_5Jqj10xySGQ_zoom_5___1_11.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-ysaLRIDbe_5Jqj10xySGQ_zoom_5___1_11.jpg,1000,1050,219,333
0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_10.jpg,252,289,471,509
0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_10.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_10.jpg,249,289,508,549
-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-kxwAKJR3gCbGKYtVDARIQ_zoom_5___1_7.jpg,488,549,200,298
-Zzh02268RFt8ApZ5pMu4w_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-Zzh02268RFt8ApZ5pMu4w_zoom_5___1_7.jpg,88,133,254,295
-Zzh02268RFt8ApZ5pMu4w_zoom_5___1_7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-Zzh02268RFt8ApZ5pMu4w_zoom_5___1_7.jpg,88,133,296,352
0uUmhwx33um0yE2NX3w1bw_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0uUmhwx33um0yE2NX3w1bw_zoom_5___1_2.jpg,870,923,265,320
0uUmhwx33um0yE2NX3w1bw_zoom_5___1_2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0uUmhwx33um0yE2NX3w1bw_zoom_5___1_2.jpg,863,921,315,376
-VXUJr-w9j7JTzwMPJtM4Q_zoom_5___1_12.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/-VXUJr-w9j7JTzwMPJtM4Q_zoom_5___1_12.jpg,665,714,347,403
0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/ParkingSign-StreetView/validationset/0P59jNw3BFtJwQD9kd9FXw_zoom_5___1_4.jpg,535,574,604,660
